3,0
4,122.958
5,149.587
6,93.1776
7,61.5242
8,76.0351
9,85.8822
10,129.464
11,156.334
12,146.192
13,158.767
14,144.091
15,126.321
16,104.208
17,117.603
18,151.811
19,150.697
20,209.526
21,176.277
22,174.25
23,174.741
24,199.004
25,175.481
26,176.334
27,172.656
28,163.444
29,150.423
30,155.851
31,153.237
32,152.855
33,153.156
34,150.163
35,152.544
36,140.64
37,141.54
38,140.56
39,140.505
40,129.103
41,128.239
42,125.487
43,125.394
44,124.45
45,123.911
46,126.243
47,123.487
48,119.002
49,136.389
50,134.65
51,130.798
52,129.726
53,135.076
54,141.955
55,136.273
56,138.784
57,137.493
58,136.95
59,135.589
60,139.589
61,137.483
62,147.005
63,148.924
64,150.96
65,145.27
66,146.082
67,144.835
68,137.758
69,138.524
70,143.857
71,136.312
72,136.312
73,139.933
74,141.141
75,138.875
76,127.51
77,131.47
78,129.565
79,134.669
80,138.623
81,144.633
82,165.508
83,159.261
84,155.975
85,158.262
86,169.975
87,172.82
88,162.393
89,161.887
90,161.567
91,158.69
92,161.162
93,161.067
94,160.399
95,160.179
96,159.82
97,160.294
98,165.398
99,170.554
100,170.056
